d_codigo,d_asenta,d_tipo_asenta,D_mnpio,d_estado,d_ciudad,id_asenta_cpcons
84175,Santa Elia,Ranchería,Magdalena,Sonora,,4308
84175,Santa Fe,Ranchería,Magdalena,Sonora,,4310
84175,Teodoro Ramírez P,Rancho,Magdalena,Sonora,,4312
84175,Tres Hermanos,Ranchería,Magdalena,Sonora,,4315
84176,La Cebolla,Rancho,Magdalena,Sonora,,670
84176,El Carrizo,Ranchería,Magdalena,Sonora,,680
84176,Arturo Mendoza,Ranchería,Magdalena,Sonora,,4046
84176,Austreberto León,Ranchería,Magdalena,Sonora,,4047
84176,Bella Esperanza,Ranchería,Magdalena,Sonora,,4051
84176,Bellavista,Ranchería,Magdalena,Sonora,,4052
84176,Buena Vista,Ranchería,Magdalena,Sonora,,4054
84176,Buenaventura (El Duende),Ranchería,Magdalena,Sonora,,4055
84176,Charco Hondo,Ejido,Magdalena,Sonora,,4062
84176,El Abandonado,Ranchería,Magdalena,Sonora,,4068
84176,El Calichi,Ranchería,Magdalena,Sonora,,4079
84176,El Cúmaro,Ranchería,Magdalena,Sonora,,4085
84176,El Chinito,Ranchería,Magdalena,Sonora,,4088
84176,El Chino,Ranchería,Magdalena,Sonora,,4089
84176,El Chupadero,Ranchería,Magdalena,Sonora,,4090
84176,El Durazno,Ranchería,Magdalena,Sonora,,4096
84176,El Infierno,Ranchería,Magdalena,Sonora,,4100
84176,El Maguey,Ranchería,Magdalena,Sonora,,4104
84176,El Pino,Ranchería,Magdalena,Sonora,,4116
84176,El Pozo Nuevo,Ranchería,Magdalena,Sonora,,4121
84176,El Ranchito,Ranchería,Magdalena,Sonora,,4124
84176,El Represo,Ranchería,Magdalena,Sonora,,4128
84176,El Sacrificio,Ranchería,Magdalena,Sonora,,4131
84176,El Sahuarito,Ranchería,Magdalena,Sonora,,4132
84176,El Sahuaro,Ranchería,Magdalena,Sonora,,4133
84176,El Sauce,Ranchería,Magdalena,Sonora,,4134
84176,El Toji,Ranchería,Magdalena,Sonora,,4143
84176,El Topahui,Ranchería,Magdalena,Sonora,,4144
84176,El Volantín,Ranchería,Magdalena,Sonora,,4146
84176,Esperanza Valle,Ranchería,Magdalena,Sonora,,4148
84176,Francisco Campillo,Ranchería,Magdalena,Sonora,,4149
84176,Fredeberto León,Ranchería,Magdalena,Sonora,,4150
84176,Gutiérrez (La Cebolla),Ranchería,Magdalena,Sonora,,4155
84176,Iván Javier León,Ranchería,Magdalena,Sonora,,4159
84176,Jesús Nacamura,Ranchería,Magdalena,Sonora,,4160
84176,José María Valle Méndez,Ranchería,Magdalena,Sonora,,4162
84176,José Ortega,Ranchería,Magdalena,Sonora,,4163
84176,Juan Pedro Monteverde,Ranchería,Magdalena,Sonora,,4164
84176,La Biznaga,Ranchería,Magdalena,Sonora,,4172
84176,La Cebolla Vieja,Ranchería,Magdalena,Sonora,,4173
84176,La Escondida,Ranchería,Magdalena,Sonora,,4181
84176,La Escondida,Rancho,Magdalena,Sonora,,4182
84176,La Escondida,Ejido,Magdalena,Sonora,,4183
84176,La Gallinera,Ranchería,Magdalena,Sonora,,4186
84176,La Garita,Ranchería,Magdalena,Sonora,,4187
84176,La Granadita,Ranchería,Magdalena,Sonora,,4188
84176,La Jojobita (La Jojoba),Ranchería,Magdalena,Sonora,,4190
84176,La Laguna,Ranchería,Magdalena,Sonora,,4194
84176,La Lomita,Ranchería,Magdalena,Sonora,,4195
84176,La Taza,Ranchería,Magdalena,Sonora,,4213
84176,La Tésota (El Fresno),Ranchería,Magdalena,Sonora,,4215
84176,Las Grullas,Ranchería,Magdalena,Sonora,,4226
84176,Las Playas,Ranchería,Magdalena,Sonora,,4232
84176,Loma Linda,Ranchería,Magdalena,Sonora,,4236
84176,Los Chinos,Ejido,Magdalena,Sonora,,4240
84176,Los Olivos,Ranchería,Magdalena,Sonora,,4248
84176,Los Olmos,Ranchería,Magdalena,Sonora,,4249
84176,Los Pinos,Ranchería,Magdalena,Sonora,,4252
84176,Los Pinos,Ejido,Magdalena,Sonora,,4253
84176,Murrieta,Ranchería,Magdalena,Sonora,,4258
84176,Nanenachi,Ranchería,Magdalena,Sonora,,4259
84176,Rafael Ortega,Ranchería,Magdalena,Sonora,,4270
84176,Franco,Rancho,Magdalena,Sonora,,4280
84176,El Tecolote,Ranchería,Magdalena,Sonora,,4281
84176,Guadalupe,Rancho,Magdalena,Sonora,,4282
84176,Viejo,Rancho,Magdalena,Sonora,,4285
84176,San Agustín,Ranchería,Magdalena,Sonora,,4287
84176,San Francisco,Ranchería,Magdalena,Sonora,,4294
84176,San Francisco II,Ranchería,Magdalena,Sonora,,4295
84176,San Lázaro,Ranchería,Magdalena,Sonora,,4299
84176,San Martín,Ranchería,Magdalena,Sonora,,4304
84176,San Martín,Ejido,Magdalena,Sonora,,4305
84176,Santa Clara,Ranchería,Magdalena,Sonora,,4307
84176,Santa Elena,Ranchería,Magdalena,Sonora,,4309
84176,Tito León,Ranchería,Magdalena,Sonora,,4314
84177,El Chupadero,Ranchería,Magdalena,Sonora,,4091
84177,El Encino,Ranchería,Magdalena,Sonora,,4098
84177,El Jotaiqui,Ranchería,Magdalena,Sonora,,4101
84177,La Compuerta,Ranchería,Magdalena,Sonora,,4176
84177,Las Rastras,Ranchería,Magdalena,Sonora,,4233
84177,López (Arredondo),Rancho,Magdalena,Sonora,,4284
84178,El Aguajito,Ranchería,Magdalena,Sonora,,4070
84178,El Carricito,Ranchería,Magdalena,Sonora,,4082
84178,El Carrizo (Sotomayor),Ranchería,Magdalena,Sonora,,4083
84178,El Mezquite,Ranchería,Magdalena,Sonora,,4106
84178,El Rincón,Ranchería,Magdalena,Sonora,,4130
84178,La Agüita,Ranchería,Magdalena,Sonora,,4165
84178,La Cieneguita,Ranchería,Magdalena,Sonora,,4175
84178,La Cuesta,Ranchería,Magdalena,Sonora,,4179
84178,La Joya,Ranchería,Magdalena,Sonora,,4191
84178,Los Chirriones,Ranchería,Magdalena,Sonora,,4241
84178,Los Nogales,Ranchería,Magdalena,Sonora,,4244
84178,Los Nogales (Los Nogales Viejos),Ranchería,Magdalena,Sonora,,4245
84178,Santa Margarita,Ranchería,Magdalena,Sonora,,4311
84180,Naco Centro,Colonia,Naco,Sonora,,681
84183,San José,Colonia,Naco,Sonora,,1859
84184,La Esperanza,Colonia,Naco,Sonora,,26
84184,INFONAVIT del Sol,Colonia,Naco,Sonora,,1856
84184,Barrio Nuevo,Colonia,Naco,Sonora,,1857
84185,Cerro de la Cruz,Colonia,Naco,Sonora,,1
84185,Industrial,Colonia,Naco,Sonora,,25
84185,Luis Donaldo Colosio,Colonia,Naco,Sonora,,1852
84185,Los Encinos,Colonia,Naco,Sonora,,1860
84186,Pancho García,Colonia,Naco,Sonora,,5
84186,Santa Cruz,Colonia,Naco,Sonora,,6
84186,Minera,Colonia,Naco,Sonora,,1853
84187,Alberto Ledezma,Ejido,Naco,Sonora,,7
84187,José Ángel Romero,Ejido,Naco,Sonora,,11
84187,Ejidal,Colonia,Naco,Sonora,,1854
84190,José Ángel Rascón,Ejido,Naco,Sonora,,10
84193,Juan Ramírez,Ejido,Naco,Sonora,,13
84194,La Milpona (Martín Villa),Ranchería,Naco,Sonora,,23
84194,San Pedro,Ranchería,Naco,Sonora,,683
84194,Cuauhtémoc,Ejido,Naco,Sonora,,684
84195,José Arrizón,Ejido,Naco,Sonora,,12
84195,Parcela Bórquez,Ejido,Naco,Sonora,,18
84195,Pancho Bombas,Ejido,Naco,Sonora,,19
84195,Parcela Delgado,Ejido,Naco,Sonora,,20
84195,Parcela Escolar,Ejido,Naco,Sonora,,21
84195,RH (Parcela Robles),Rancho,Naco,Sonora,,22
84196,Corral de Enmedio,Ejido,Naco,Sonora,,8
84196,Los Toros,Ejido,Naco,Sonora,,15
84196,Nogalar,Ejido,Naco,Sonora,,17
84197,El Marly,Ejido,Naco,Sonora,,9
84197,La Huerta,Ejido,Naco,Sonora,,14
84197,La Morita,Rancho,Naco,Sonora,,24
84200,Agua Prieta Centro,Colonia,Agua Prieta,Sonora,Agua Prieta,685
84210,Ferrocarril,Colonia,Agua Prieta,Sonora,Agua Prieta,687
84210,Sector Industrial,Colonia,Agua Prieta,Sonora,Agua Prieta,1728
84212,Albergue Divina Providencia,Equipamiento,Agua Prieta,Sonora,Agua Prieta,8148
84213,La Paloma,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,3
84213,Los Valles,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,4
84213,Palapas Haciendas,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,6
84213,Villas de Toscana,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,10
84213,Herrería Diamante,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,16
84213,Coronado,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,3328
84213,Paseos del Parque,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,3362
84213,Carlos de la Madrid,Rancho,Agua Prieta,Sonora,,8168
84213,Fundación Brazos de Amor,Equipamiento,Agua Prieta,Sonora,,8245
84213,GM,Rancho,Agua Prieta,Sonora,Agua Prieta,8247
84213,Las Isabeles,Rancho,Agua Prieta,Sonora,,8308
84213,Petra de Ozorni,Rancho,Agua Prieta,Sonora,,8361
84213,Tres en Uno (Las Palapas),Equipamiento,Agua Prieta,Sonora,Agua Prieta,8412
84213,Vicente Licea Márquez,Rancho,Agua Prieta,Sonora,,8414
84214,Puesta del Sol,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,7
84214,Sacramento Residencial,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,8
84214,Santa Fe,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,9
84214,Buenavista,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,11
84214,El Campanario,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,14
84214,Ligas Madrid,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,19
84214,Parque Industrial del Río,Zona industrial,Agua Prieta,Sonora,Agua Prieta,1749
84214,Manuel Valdez Valdez,Rancho,Agua Prieta,Sonora,,8340
84214,Unión Ganadera,Granja,Agua Prieta,Sonora,,8413
84215,Centro de Readaptación Social (CERESO),Equipamiento,Agua Prieta,Sonora,Agua Prieta,8172
84215,Martín Rivera Ojeda,Rancho,Agua Prieta,Sonora,,8345
84220,Militar,Colonia,Agua Prieta,Sonora,Agua Prieta,688
84230,Villa de Andalucía,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,20
84230,Obrera,Colonia,Agua Prieta,Sonora,Agua Prieta,689
84230,Deportiva,Colonia,Agua Prieta,Sonora,Agua Prieta,1740
84230,INFONAVIT El Alamito,Colonia,Agua Prieta,Sonora,Agua Prieta,1743
84230,Lomas del Sol,Colonia,Agua Prieta,Sonora,Agua Prieta,1744
84230,Valle Bonito,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,1745
84230,Cueva de los Leones,Colonia,Agua Prieta,Sonora,Agua Prieta,1746
84230,Cerrada San Ángel,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,2084
84230,Las Praderas,Colonia,Agua Prieta,Sonora,Agua Prieta,2085
84230,Loma Linda,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,3052
84230,FOVISSSTE,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,3222
84240,Jesús García,Colonia,Agua Prieta,Sonora,Agua Prieta,690
84250,Nueva,Colonia,Agua Prieta,Sonora,Agua Prieta,692
84259,Ejidal,Colonia,Agua Prieta,Sonora,Agua Prieta,693
84259,Ladrillera,Colonia,Agua Prieta,Sonora,Agua Prieta,1724
84259,Tres Caminos,Colonia,Agua Prieta,Sonora,Agua Prieta,1727
84259,Ladrillera II,Colonia,Agua Prieta,Sonora,Agua Prieta,1729
84259,Solidaridad,Colonia,Agua Prieta,Sonora,Agua Prieta,1730
84260,Vallarta,Colonia,Agua Prieta,Sonora,Agua Prieta,694
84260,Esperanza,Colonia,Agua Prieta,Sonora,Agua Prieta,1737
84267,Vildosola,Colonia,Agua Prieta,Sonora,Agua Prieta,695
84267,Instituto Tecnológico de Agua Prieta,Equipamiento,Agua Prieta,Sonora,Agua Prieta,1735
84267,Armando López Nogales,Colonia,Agua Prieta,Sonora,Agua Prieta,1741
84269,Bicentenario,Colonia,Agua Prieta,Sonora,Agua Prieta,1
84269,Jardines de Bachicuy,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,2
84269,Linda Vista,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,17
84269,INFONAVIT Industrial,Colonia,Agua Prieta,Sonora,Agua Prieta,1726
84269,Pueblo Nuevo,Colonia,Agua Prieta,Sonora,Agua Prieta,1731
84269,Magisterial,Colonia,Agua Prieta,Sonora,Agua Prieta,1732
84269,Beltrones,Colonia,Agua Prieta,Sonora,Agua Prieta,1733
84269,Ejidal II,Colonia,Agua Prieta,Sonora,Agua Prieta,1734
84269,Buenos Aires,Colonia,Agua Prieta,Sonora,Agua Prieta,1742
84269,Vecinos Unidos,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,2276
84269,Las Colinas,Colonia,Agua Prieta,Sonora,Agua Prieta,2277
84269,Aribabi,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,2279
84269,Industrial,Zona industrial,Agua Prieta,Sonora,Agua Prieta,3050
84270,Manuel J Clouthier,Colonia,Agua Prieta,Sonora,Agua Prieta,5
84270,Acapulco,Colonia,Agua Prieta,Sonora,Agua Prieta,698
84270,Luis Donaldo Colosio,Colonia,Agua Prieta,Sonora,Agua Prieta,699
84270,Salsipuedes,Colonia,Agua Prieta,Sonora,Agua Prieta,1736
84270,Burócrata,Colonia,Agua Prieta,Sonora,Agua Prieta,1738
84270,Los Cipreses,Colonia,Agua Prieta,Sonora,Agua Prieta,2086
84270,San Ángel,Colonia,Agua Prieta,Sonora,Agua Prieta,2087
84279,Alto Valle,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,15
84279,Campestres,Colonia,Agua Prieta,Sonora,Agua Prieta,18
84279,Nuevo Progreso,Colonia,Agua Prieta,Sonora,Agua Prieta,700
84279,Valles Duarte,Fraccionamiento,Agua Prieta,Sonora,Agua Prieta,1739
84279,Bachicuy,Colonia,Agua Prieta,Sonora,Agua Prieta,1747
84279,Club de Tiro El Bajío,Equipamiento,Agua Prieta,Sonora,,8175
84279,Loreto Sanez Quiroz,Rancho,Agua Prieta,Sonora,,8313
84279,Familia Mejía,Rancho,Agua Prieta,Sonora,,8343
84300,Morelos,Colonia,Agua Prieta,Sonora,,701
84300,El Fresno,Colonia,Agua Prieta,Sonora,,8199
84300,El Mezquitalito,Ejido,Agua Prieta,Sonora,,8203
84300,El Rincón,Ejido,Agua Prieta,Sonora,,8224
84300,La Cabellera,Ranchería,Agua Prieta,Sonora,,8271
84300,La Cabellera,Ejido,Agua Prieta,Sonora,,8272
84300,La Esperanza,Ejido,Agua Prieta,Sonora,,8276
84300,La Pitahaya,Ejido,Agua Prieta,Sonora,,8287
84300,La Tinaja,Ranchería,Agua Prieta,Sonora,,8293
84300,Los Aguajes,Ejido,Agua Prieta,Sonora,,8314
84300,Los Azogues,Ejido,Agua Prieta,Sonora,,8320
84300,Los Pinos,Ejido,Agua Prieta,Sonora,,8333
84300,Molino Quemado,Ejido,Agua Prieta,Sonora,,8351
84300,Nuevo,Rancho,Agua Prieta,Sonora,,8384
84300,Salsipuedes,Ejido,Agua Prieta,Sonora,,8399
84303,Planta de Cal de Agua Prieta,Zona industrial,Agua Prieta,Sonora,,12
84303,Abel Acosta Anaya,Ejido,Agua Prieta,Sonora,,8145
84303,Raymundo Gastelum,Ejido,Agua Prieta,Sonora,,8147
84303,Alberto Gracía Grijalva,Ejido,Agua Prieta,Sonora,,8149
84303,Alfonso García Romo,Ejido,Agua Prieta,Sonora,,8150
84303,La Lechuza,Ejido,Agua Prieta,Sonora,,8153
84303,Armando Gámez,Ejido,Agua Prieta,Sonora,,8156
84303,Benito Domínguez Ballesteros,Ejido,Agua Prieta,Sonora,,8161
84303,Benito Gámez Núñez,Rancho,Agua Prieta,Sonora,,8162
84303,El Cachanilla,Ejido,Agua Prieta,Sonora,,8173
84303,Sergio Quijada,Ejido,Agua Prieta,Sonora,,8174
84303,Doctor Vázquez,Ejido,Agua Prieta,Sonora,,8179
84303,David Muñoz Orona,Ejido,Agua Prieta,Sonora,,8181
84303,El Azufre,Ejido,Agua Prieta,Sonora,,8191
84303,El Cúmaro,Ejido,Agua Prieta,Sonora,,8194
84303,El Fresnal,Ejido,Agua Prieta,Sonora,,8198
84303,El Oso,Ejido,Agua Prieta,Sonora,,8209
84303,El Trece,Ejido,Agua Prieta,Sonora,,8231
84303,Ernesto Gracia Tena,Ejido,Agua Prieta,Sonora,,8237
84303,Fernando Ramírez,Ejido,Agua Prieta,Sonora,,8241
84303,Francisco Ramírez,Ejido,Agua Prieta,Sonora,,8243
84303,Guillermo Carrillo González,Ejido,Agua Prieta,Sonora,,8248
84303,Herlinda Celaya Ibarra,Ejido,Agua Prieta,Sonora,,8250
84303,Jaime Acedo,Ejido,Agua Prieta,Sonora,,8254
84303,Jesús Moreno,Ejido,Agua Prieta,Sonora,,8257
84303,Jesús Terán Morales,Ejido,Agua Prieta,Sonora,,8258
84303,Joaquín Zamudio Ramírez,Ejido,Agua Prieta,Sonora,,8259
84303,Jorge Leyva Iribe,Ejido,Agua Prieta,Sonora,,8260
84303,Jorge Nicolás Barra,Ejido,Agua Prieta,Sonora,,8261
84303,José Manuel Flores Moreno,Ejido,Agua Prieta,Sonora,,8264
84303,José Ramón Grijalva Jiménez (Kilómetro Cinco),Ejido,Agua Prieta,Sonora,,8265
84303,Juan Félix Mejía,Ejido,Agua Prieta,Sonora,,8267
84303,Alfredo Lachica,Ejido,Agua Prieta,Sonora,,8268
84303,Julia León Molina,Ranchería,Agua Prieta,Sonora,,8269
84303,La Herradura,Ejido,Agua Prieta,Sonora,,8278
84303,La Ladrillera,Ejido,Agua Prieta,Sonora,,8280
84303,La Manga,Ejido,Agua Prieta,Sonora,,8282
84303,El Fresnal,Rancho,Agua Prieta,Sonora,,8304
84303,Licenciado Anselmo Murillo,Ejido,Agua Prieta,Sonora,,8312
84303,Los Cúmaros,Ejido,Agua Prieta,Sonora,,8321
84303,Los Fresnales,Ejido,Agua Prieta,Sonora,,8327
84303,Los Janitos,Ejido,Agua Prieta,Sonora,,8329
84303,Ganadera Flores Moreno,Ejido,Agua Prieta,Sonora,,8337
84303,Manuel Ortega Morales,Ejido,Agua Prieta,Sonora,,8338
84303,Mario Ruiz Madrid,Ejido,Agua Prieta,Sonora,,8342
84303,Miguel Ángel Bermudes,Ejido,Agua Prieta,Sonora,,8348
84303,Nicolás González,Ejido,Agua Prieta,Sonora,,8353
84303,Los Amigos,Ejido,Agua Prieta,Sonora,,8359
84303,Raúl Ortega Morales,Ejido,Agua Prieta,Sonora,,8368
84303,Ramón Sosa,Ejido,Agua Prieta,Sonora,,8372
84303,Ramón Tapia,Ejido,Agua Prieta,Sonora,,8373
84303,Bacaparra,Rancho,Agua Prieta,Sonora,,8375
84303,Katib,Rancho,Agua Prieta,Sonora,,8382
84303,El Fresnal,Ranchería,Agua Prieta,Sonora,,8386
84303,Nuevo el Cachetón,Rancho,Agua Prieta,Sonora,,8387
84303,El Greco,Ejido,Agua Prieta,Sonora,,8388
84303,Cinco Estrellas,Rancho,Agua Prieta,Sonora,,8389
84303,Represo,Ejido,Agua Prieta,Sonora,,8392
84303,Ricardo Cornídez,Ejido,Agua Prieta,Sonora,,8393
84303,Ricardo Dórame Madrid (Kilómetro Trece),Ejido,Agua Prieta,Sonora,,8394
84304,Mina el Llantas,Zona industrial,Agua Prieta,Sonora,,13
84304,Campo Verde,Ejido,Agua Prieta,Sonora,,8165
84304,Corralón Federal,Ejido,Agua Prieta,Sonora,,8178
84304,El Alamito,Ejido,Agua Prieta,Sonora,,8183
84304,El Álamo,Ejido,Agua Prieta,Sonora,,8186
84304,El Camionero [Restaurante],Ejido,Agua Prieta,Sonora,,8192
84304,El Nogalito,Ejido,Agua Prieta,Sonora,,8206
84304,El Sauce,Ejido,Agua Prieta,Sonora,,8228
84304,Jorge Félix,Ejido,Agua Prieta,Sonora,,8240
84304,Francisco Adarga Yáñez,Ejido,Agua Prieta,Sonora,,8242
84304,Ignacio Anguiano,Ejido,Agua Prieta,Sonora,,8252
84304,La Gloria,Ejido,Agua Prieta,Sonora,,8277
84304,La Piedra,Ejido,Agua Prieta,Sonora,,8284
84304,Catalina,Ejido,Agua Prieta,Sonora,,8285
84304,La Puerta Negra,Ejido,Agua Prieta,Sonora,,8288
84304,La Rancheta del Alamito,Ejido,Agua Prieta,Sonora,,8289
84304,La Victoria,Ejido,Agua Prieta,Sonora,,8295
84304,Juan Carlos Ochoa Valenzuela,Ejido,Agua Prieta,Sonora,,8298
84304,Las Cenizas,Ejido,Agua Prieta,Sonora,,8305
84304,Las Eloísas (El Papalote),Ejido,Agua Prieta,Sonora,,8307
84304,Laser Night Club,Ejido,Agua Prieta,Sonora,,8310
84304,Los Alamitos,Ejido,Agua Prieta,Sonora,,8315
84304,Los Altos,Ejido,Agua Prieta,Sonora,,8319
84304,Marcelo Rascón,Ejido,Agua Prieta,Sonora,,8341
84304,El Mirador,Ejido,Agua Prieta,Sonora,,8349
84304,Familia Zamarrón,Ejido,Agua Prieta,Sonora,,8355
84304,La Piedra Bola,Ejido,Agua Prieta,Sonora,,8362
84304,Plaza Ortiz,Ejido,Agua Prieta,Sonora,,8364
84304,Familia López Ríos,Ejido,Agua Prieta,Sonora,,8395
84304,Roberto Salcido Cano,Ejido,Agua Prieta,Sonora,,8396
84304,San Antonio,Ejido,Agua Prieta,Sonora,,8401
84304,San Francisco,Ejido,Agua Prieta,Sonora,,8405
84304,Dávila [Taller],Ejido,Agua Prieta,Sonora,,8411
84304,Yunque Antonio Hernández,Ejido,Agua Prieta,Sonora,,8417
84305,Cabullona,Ejido,Agua Prieta,Sonora,,703
84305,Avitia,Ejido,Agua Prieta,Sonora,,8159
84305,El Papalote,Ejido,Agua Prieta,Sonora,,8211
84305,El Porvenir,Ejido,Agua Prieta,Sonora,,8215
84305,El Porvenir (Munguía),Ejido,Agua Prieta,Sonora,,8216
84305,El Santo Niño,Ejido,Agua Prieta,Sonora,,8226
84305,El Veinticinco,Ejido,Agua Prieta,Sonora,,8233
84305,Las Peñas,Ejido,Agua Prieta,Sonora,,8309
84306,Los Chinos,Ranchería,Agua Prieta,Sonora,,704
84306,El Rusbayo,Ejido,Agua Prieta,Sonora,,705
84306,El Alisal,Rancho,Agua Prieta,Sonora,,8188
84306,La Ciénega,Ejido,Agua Prieta,Sonora,,8273
84306,La Junta de los Ríos,Ejido,Agua Prieta,Sonora,,8279
84306,La Malia,Rancho,Agua Prieta,Sonora,,8281
84306,La Sota,Ejido,Agua Prieta,Sonora,,8290
84306,Las Águilas,Ejido,Agua Prieta,Sonora,,8300
84306,Las Agujas,Ejido,Agua Prieta,Sonora,,8301
84306,Los Chinos,Ejido,Agua Prieta,Sonora,,8322
84306,Seco,Rancho,Agua Prieta,Sonora,,8391
84306,San Antonio,Ejido,Agua Prieta,Sonora,,8400
84306,San Francisco,Ejido,Agua Prieta,Sonora,,8404
84306,San Isidro (El Bacatete),Ejido,Agua Prieta,Sonora,,8406
84307,Agua Blanca,Ejido,Agua Prieta,Sonora,,706
84307,El Ojito,Rancho,Agua Prieta,Sonora,,707
84307,El Alamito,Ejido,Agua Prieta,Sonora,,8182
84307,El Mojón,Ejido,Agua Prieta,Sonora,,8205
84307,El Pozo,Ejido,Agua Prieta,Sonora,,8220
84307,El Pozo (San Juan),Ejido,Agua Prieta,Sonora,,8221
84307,La Tinaja,Rancho,Agua Prieta,Sonora,,8292
84307,Los Almireces,Ejido,Agua Prieta,Sonora,,8318
84310,18 de Agosto (Corral de Palos),Ejido,Agua Prieta,Sonora,,8144
84310,Seca,Ejido,Agua Prieta,Sonora,,8176
84310,Cuchuverachi,Ejido,Agua Prieta,Sonora,,8180
84310,El Gis (El Fist),Ejido,Agua Prieta,Sonora,,8200
84310,Las Anitas,Ejido,Agua Prieta,Sonora,,8302
84310,Mesa de la Víbora,Ejido,Agua Prieta,Sonora,,8347
84310,Ramón Oquita Montenegro (La Cieneguita),Ejido,Agua Prieta,Sonora,,8371
84310,Gallardo,Rancho,Agua Prieta,Sonora,,8380
84310,San Bernardino,Ejido,Agua Prieta,Sonora,,8402
84313,Adán Zorilla,Ejido,Agua Prieta,Sonora,,8146
84313,Atilano Barrón,Ejido,Agua Prieta,Sonora,,8158
84313,El Diablo,Ejido,Agua Prieta,Sonora,,8197
84313,El Nogalito,Rancho,Agua Prieta,Sonora,,8207
84313,El Potrero Seco,Ejido,Agua Prieta,Sonora,,8218
84313,Los Ojos Calientes,Rancho,Agua Prieta,Sonora,,8330
84313,Puerta Blanca,Ejido,Agua Prieta,Sonora,,8365
84314,El Pinito,Ejido,Agua Prieta,Sonora,,8213
84314,El Valle,Ejido,Agua Prieta,Sonora,,8232
84314,Estación Cuarentenaria,Ejido,Agua Prieta,Sonora,,8238
84314,Las Barras,Ejido,Agua Prieta,Sonora,,8303
84314,Puerto San Luis (Restaurante),Ejido,Agua Prieta,Sonora,,8366
84314,Nuevo,Rancho,Agua Prieta,Sonora,,8385
84315,El Capadero,Ejido,Agua Prieta,Sonora,,8193
84315,El Hucaral,Ejido,Agua Prieta,Sonora,,8201
84315,El Papalote Mocho,Rancho,Agua Prieta,Sonora,,8212
84315,El Tapila,Ejido,Agua Prieta,Sonora,,8229
84315,Enrique Amador Camacho,Ejido,Agua Prieta,Sonora,,8235
84315,Enrique Amador Camacho (El Cajón Bonito),Rancho,Agua Prieta,Sonora,,8236
84315,La Sota,Ejido,Agua Prieta,Sonora,,8291
84315,La Vinata,Rancho,Agua Prieta,Sonora,,8296
84315,La Virgen,Rancho,Agua Prieta,Sonora,,8297
84315,Los Chirriones,Rancho,Agua Prieta,Sonora,,8323
84315,Los Embudos,Ejido,Agua Prieta,Sonora,,8324
84315,Los Embudos,Ranchería,Agua Prieta,Sonora,,8325
84315,Los Embudos,Rancho,Agua Prieta,Sonora,,8326
84315,Santa Cecilia,Ejido,Agua Prieta,Sonora,,8409
84316,El Alisal,Rancho,Agua Prieta,Sonora,,8189
84316,El Sale,Ejido,Agua Prieta,Sonora,,8225
84316,La Pistola,Rancho,Agua Prieta,Sonora,,8286
84316,Los Álamos,Rancho,Agua Prieta,Sonora,,8316
84316,Los Jabalíes,Rancho,Agua Prieta,Sonora,,8328
84316,Pitaycachi,Ejido,Agua Prieta,Sonora,,8363
84317,Bella Vista,Ejido,Agua Prieta,Sonora,,8160
84317,El Apache,Ejido,Agua Prieta,Sonora,,8190
84317,De las Borregas,Rancho,Agua Prieta,Sonora,,8377
84317,Grande,Rancho,Agua Prieta,Sonora,,8381
84318,El Represito,Rancho,Agua Prieta,Sonora,,8223
84318,Pan Duro,Rancho,Agua Prieta,Sonora,,8357
84320,Balcón,Colonia,Fronteras,Sonora,,1
84320,Ferrocarril,Colonia,Fronteras,Sonora,,4
84320,Molino,Colonia,Fronteras,Sonora,,7
84320,Yaqui,Colonia,Fronteras,Sonora,,8
84320,El Edén,Ranchería,Fronteras,Sonora,,44
84320,El Ojo de Agua,Ranchería,Fronteras,Sonora,,55
84320,La Junta,Ejido,Fronteras,Sonora,,88
84320,Las Juntas (La Bajadita),Ranchería,Fronteras,Sonora,,109
84320,Ojo de Agua,Ranchería,Fronteras,Sonora,,135
84320,Puente Grande (El Puente),Ranchería,Fronteras,Sonora,,138
84320,Ladrillera,Colonia,Fronteras,Sonora,,156
84320,Los Girasoles,Colonia,Fronteras,Sonora,,160
